📺电视,#genre#
青海卫视,http://198.204.228.26/live/qhws.m3u8
西藏卫视,http://198.204.228.26/live/xzws.m3u8


北京卫视,http://223.95.198.3:8000/hls/21/index.m3u8
东方卫视,http://223.95.198.3:8000/hls/22/index.m3u8
深圳卫视,http://223.95.198.3:8000/hls/23/index.m3u8
浙江卫视,http://223.95.198.3:8000/hls/24/index.m3u8
湖南卫视,http://223.95.198.3:8000/hls/25/index.m3u8
天津卫视,http://223.95.198.3:8000/hls/26/index.m3u8
河北卫视,http://223.95.198.3:8000/hls/27/index.m3u8
江苏卫视,http://223.95.198.3:8000/hls/28/index.m3u8
山东卫视,http://223.95.198.3:8000/hls/29/index.m3u8
安徽卫视,http://223.95.198.3:8000/hls/30/index.m3u8

湖北卫视,http://223.95.198.3:8000/hls/32/index.m3u8
黑龙江卫视,http://223.95.198.3:8000/hls/33/index.m3u8
辽宁卫视,http://223.95.198.3:8000/hls/34/index.m3u8
吉林卫视,http://223.95.198.3:8000/hls/35/index.m3u8
重庆卫视,http://223.95.198.3:8000/hls/36/index.m3u8
四川卫视,http://223.95.198.3:8000/hls/37/index.m3u8
广东卫视,http://223.95.198.3:8000/hls/38/index.m3u8
广西卫视,http://223.95.198.3:8000/hls/39/index.m3u8
江西卫视,http://223.95.198.3:8000/hls/40/index.m3u8
海南卫视,http://223.95.198.3:8000/hls/41/index.m3u8
甘肃卫视,http://223.95.198.3:8000/hls/42/index.m3u8
陕西卫视,http://223.95.198.3:8000/hls/43/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/44/index.m3u8
云南卫视,http://223.95.198.3:8000/hls/45/index.m3u8
贵州卫视,http://223.95.198.3:8000/hls/46/index.m3u8
青海卫视,http://223.95.198.3:8000/hls/47/index.m3u8

东方卫视,http://183.184.48.46:9003/hls/23/index.m3u8
北京卫视,http://183.184.48.46:9003/hls/20/index.m3u8
吉林卫视,http://183.184.48.46:9003/hls/34/index.m3u8
宁夏卫视,http://183.184.48.46:9003/hls/39/index.m3u8
安徽卫视,http://183.184.48.46:9003/hls/21/index.m3u8
山西卫视,http://183.184.48.46:9003/hls/19/index.m3u8
广东卫视,http://183.184.48.46:9003/hls/26/index.m3u8
广西卫视,http://183.184.48.46:9003/hls/27/index.m3u8
江苏卫视,http://183.184.48.46:9003/hls/35/index.m3u8
江西卫视,http://183.184.48.46:9003/hls/36/index.m3u8
河北卫视,http://183.184.48.46:9003/hls/29/index.m3u8
河南卫视,http://183.184.48.46:9003/hls/30/index.m3u8
海南卫视,http://183.184.48.46:9003/hls/28/index.m3u8
湖北卫视,http://183.184.48.46:9003/hls/32/index.m3u8
湖南卫视,http://183.184.48.46:9003/hls/33/index.m3u8
甘肃卫视,http://183.184.48.46:9003/hls/25/index.m3u8
东南卫视,http://183.184.48.46:9003/hls/24/index.m3u8
辽宁卫视,http://183.184.48.46:9003/hls/37/index.m3u8
重庆卫视,http://183.184.48.46:9003/hls/22/index.m3u8
青海卫视,http://183.184.48.46:9003/hls/40/index.m3u8
黑龙江卫视,http://183.184.48.46:9003/hls/31/index.m3u8


湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
东方卫视,http://107.150.60.122/live/dfwshd.m3u8
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
江苏卫视,http://107.150.60.122/live/jswshd.m3u8
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
广西卫视,http://107.150.60.122/live/gxwshd.m3u8
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
辽宁卫视,http://107.150.60.122/live/lnwshd.m3u8
山东卫视,http://107.150.60.122/live/sdwshd.m3u8
天津卫视,http://107.150.60.122/live/tjwshd.m3u8
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
广东卫视,http://107.150.60.122/live/gdwshd.m3u8
深圳卫视,http://107.150.60.122/live/szwshd.m3u8




吉林卫视,http://110.241.188.75:808/hls/38/index.m3u8





浙江卫视,http://113.26.251.182:8009/hls/35/index.m3u8
江苏卫视,http://113.26.251.182:8009/hls/34/index.m3u8
东方卫视,http://113.26.251.182:8009/hls/29/index.m3u8
深圳卫视,http://113.26.251.182:8009/hls/42/index.m3u8
北京卫视,http://113.26.251.182:8009/hls/30/index.m3u8
河北卫视,http://113.26.251.182:8009/hls/45/index.m3u8
湖北卫视,http://113.26.251.182:8009/hls/39/index.m3u8
江西卫视,http://113.26.251.182:8009/hls/49/index.m3u8
四川卫视,http://113.26.251.182:8009/hls/38/index.m3u8
天津卫视,http://113.26.251.182:8009/hls/40/index.m3u8
安徽卫视,http://113.26.251.182:8009/hls/50/index.m3u8
山东卫视,http://113.26.251.182:8009/hls/41/index.m3u8
辽宁卫视,http://113.26.251.182:8009/hls/43/index.m3u8
黑龙江卫视,http://113.26.251.182:8009/hls/44/index.m3u8
吉林卫视,http://113.26.251.182:8009/hls/46/index.m3u8


山西卫视,http://175.11.72.236:9999/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0





陕西卫视,http://120.76.248.139/live/bfgd/4200000512.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8





北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub

浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8

江苏卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2pzd3MubTN1OA==

江苏卫视,http://69.30.246.194/live/jsws.m3u8


安徽卫视,http://112.123.243.37:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0


甘肃卫视,http://171.120.249.236:9003/hls/25/index.m3u8
西藏卫视,http://124.93.18.239:9003/hls/52/index.m3u8
西藏卫视,http://171.120.94.112:9003/hls/46/index.m3u8

西藏卫视,http://120.76.248.139/live/bfgd/4200000489.m3u8

山西卫视,http://171.116.255.11:9003/hls/19/index.m3u8
西藏卫视,http://171.116.255.11:9003/hls/46/index.m3u8


浙江卫视,http://38.75.136.137:98/gslb/dsdqca/zjwshd.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub


江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub





内蒙古卫视,http://220.168.79.68:8082/hls/44/index.m3u8
宁夏卫视,http://220.168.79.68:8082/hls/45/index.m3u8



宁夏卫视,http://107.150.60.122/live/nxws.m3u8





青海卫视,http://iptv.4666888.xyz/iptv2A.php?id=17

青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub

山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub



山西卫视,http://113.26.251.182:8009/hls/19/index.m3u8
山西卫视,http://iptv.4666888.xyz/iptv2A.php?id=16

山西卫视,http://220.168.79.68:8082/hls/43/index.m3u8
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub



四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8


山西卫视,https://livehhhttps.sxrtv.com/lsdream/q8RVWgs/1000/d1sq0R0.m3u8


海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws

三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws

山西卫视,https://iptv.catvod.com/live.php?id=%E5%B1%B1%E8%A5%BF%E5%8D%AB%E8%A7%86
新疆卫视,https://iptv.catvod.com/live.php?id=%E6%96%B0%E7%96%86%E5%8D%AB%E8%A7%86


海南卫视,http://218.13.167.110:9999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0





安徽卫视,http://czkeji.vip:9000/rtp/239.252.220.83:5140
北京卫视,http://czkeji.vip:9000/rtp/239.252.219.206:5140
重庆卫视,http://czkeji.vip:9000/rtp/239.252.220.94:5140
东南卫视,http://czkeji.vip:9000/rtp/239.252.220.82:5140
东方卫视,http://czkeji.vip:9000/rtp/239.252.219.229:5140
广东卫视,http://czkeji.vip:9000/rtp/239.252.219.213:5140
广西卫视,http://czkeji.vip:9000/rtp/239.252.219.183:5140
甘肃卫视,http://czkeji.vip:9000/rtp/239.252.219.140:5140
贵州卫视,http://czkeji.vip:9000/rtp/239.252.220.190:5140
河北卫视,http://czkeji.vip:9000/rtp/239.252.220.154:5140
河南卫视,http://czkeji.vip:9000/rtp/239.252.220.189:5140
海南卫视,http://czkeji.vip:9000/rtp/239.252.219.178:5140
湖北卫视,http://czkeji.vip:9000/rtp/239.252.219.208:5140
湖南卫视,http://czkeji.vip:9000/rtp/239.252.219.201:5140
黑龙江卫视,http://czkeji.vip:9000/rtp/239.252.219.211:5140
吉林卫视,http://czkeji.vip:9000/rtp/239.252.220.188:5140
江苏卫视,http://czkeji.vip:9000/rtp/239.252.219.214:5140
江西卫视,http://czkeji.vip:9000/rtp/239.252.220.63:5140
辽宁卫视,http://czkeji.vip:9000/rtp/239.252.220.62:5140
四川卫视,http://czkeji.vip:9000/rtp/239.252.220.93:5140
山东卫视,http://czkeji.vip:9000/rtp/239.252.219.228:5140
深圳卫视,http://czkeji.vip:9000/rtp/239.252.219.212:5140
天津卫视,http://czkeji.vip:9000/rtp/239.252.219.187:5140
天津卫视,http://czkeji.vip:9000/rtp/239.252.220.61:5140
云南卫视,http://czkeji.vip:9000/rtp/239.252.219.185:5140
浙江卫视,http://czkeji.vip:9000/rtp/239.252.219.210:5140


重温经典,http://38.75.136.137:98/gslb/dsdqpub/cwjd.m3u8?auth=testpub


中国天气,http://221.7.49.226:50085/tsfile/live/0018_8.m3u8?key=txiptv&playlive=1&authid=0 
新视觉,http://221.7.49.226:50085/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0





CGTN_Arabic,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN_Documentary,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
CGTN_Español,https://espanol-livews.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN_Français,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN_Русский,https://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8

CGTN_Documentary,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002905/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN_Español,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002716/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN_Français,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002827/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CGTN_Русский,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002883/index.m3u8?virtualDomain=yinhe.live_hls.zte.com




CETV-1,http://ahmaslt.sohu.blog:8000/hls/19/index.m3u8

CETV-1,http://122.224.58.42:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0




CETV-1,http://38.75.136.137:98/gslb/dsdqpub/cetv1hd.m3u8?auth=testpub





早期教育,https://live.264788.xyz/channel/cetvcece?streamid=6c11a112236acfa38832be78da543294&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
早期教育,https://live.264788.xyz/channel/cetvcece?streamid=2c224135515a11c735f7351c17434a62&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk



第一剧场,http://hmfs.f3322.net:3388/hls/21/index.m3u8
风云剧场,http://hmfs.f3322.net:3388/hls/20/index.m3u8

湖南卫视,http://183.223.157.33:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0







三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8
三沙卫视,https://livessws.hnntv.cn/live/ssws_02hnntv.m3u8?_upt=c509d0ea1747156492



青海卫视,http://27.154.214.215:18888/rtp/239.61.2.60:8354

宁夏卫视,http://124.93.18.239:9003/hls/48/index.m3u8

宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub

宁夏卫视,http://124.224.85.4:2000/rtp/239.121.4.94:8538



西宁新闻综合,rtmp://liveout.xntv.tv/a65jur/96iln2









新疆卫视,http://39.152.103.17:8089/tsfile/live/1087_1.m3u8

新疆卫视,https://slstplay.xjtvs.com.cn/xjtv1/xjtv1stream.m3u8?auth_key=1747429203-3-3-9595f3840cd806264d2621a22fd77c7f&aliyun_uuid=b1248f2c-1694-4496-bc9f-cb062b09d12d
新疆卫视,http://39.134.67.110/PLTV/88888888/224/3221225999/1.m3u8
新疆卫视,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8

延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8

延边卫视,http://111.20.33.70/TVOD/88888893/224/3221226220/index.m3u8



兵团卫视,https://iptv.catvod.com/live.php?id=%E5%85%B5%E5%9B%A2%E5%8D%AB%E8%A7%86

兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8

厦门卫视,http://124.93.18.239:9003/hls/55/index.m3u8





山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东教育,https://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8
山东教育,http://livewai.sdetv.com.cn/live/da4ebbb91ee8468db5a9d230a535391f_transios/playlist.m3u8


南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=2c55fc6940d8fb876b26bce0c4d49163&txTime=19096360e7f


南国都市,http://r.jdshipin.com/nWaZO
海峡卫视,http://r.jdshipin.com/WtYt3

















凤凰香港,http://221.229.212.86:14897

凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰香港,http://r.jdshipin.com/yDoTN

凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰香港,http://cdn6.163189.xyz/163189/fhhk





凤凰中文,http://27.41.245.32:801/hls/205/index.m3u8


凤凰中文,http://221.229.212.86:14896
凤凰资讯,http://221.229.212.86:14898 








環球電視台,http://113.108.247.182:9999/hls/world.m3u8
環球電視台,http://utv1.hqtvzb.com:9999/hls/world.m3u8





人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u



生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8



福建综合,https://live.264788.xyz/channel/fujianzonghe?streamid=f614d92b7259456dde72c14924c6323a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建综合,https://live.264788.xyz/channel/fujianzonghe?streamid=a8df03a67061b34e40ecb8863060a8fa&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建综合,https://live.264788.xyz/channel/fujianzonghe?streamid=6464f306ec4c0acd88d9a698fc2d699e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建综合,https://live.264788.xyz/channel/fujianzonghe?streamid=4e7312db2a9e0b2effa6c08feab90786&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

福建新闻,https://live.264788.xyz/channel/fujianxinwen?streamid=1d7a4e8614e13d43791f381297047a1a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建新闻,https://live.264788.xyz/channel/fujianxinwen?streamid=d8a3bcf60a1ed185e1456a00c9277485&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建新闻,https://live.264788.xyz/channel/fujianxinwen?streamid=3c0a220a2e444b45de5dbc40f99aa11b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建新闻,https://live.264788.xyz/channel/fujianxinwen?streamid=12a259df7c10f9ab7fde3c0c3aa1ba60&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=221239fcf3c7edb274f2f0760fe47f96&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=599c11c8b284751261b165f4d5765b36&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=8f26765ebf367079cef58c6b7752da1e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=fc58882de71ce4575b66002f2475226b&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk

福建少儿,https://live.264788.xyz/channel/fujianshaoer?streamid=98ccc174671e43f0e307e3445e59e2b5&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建少儿,https://live.264788.xyz/channel/fujianshaoer?streamid=e835a9456b847a72e1a0b8d64b585300&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建教育,https://live.264788.xyz/channel/fujianjiaoyu?streamid=250b5a0e97980f68e40f3f91ab10ac74&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
福建教育,https://live.264788.xyz/channel/fujianjiaoyu?streamid=506de4ec9af969dd23f9c901b53d9582&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk


动漫秀场,http://113.26.251.182:8009/hls/80/index.m3u8
东方财经,http://113.26.251.182:8009/hls/84/index.m3u8
金色学堂,http://113.26.251.182:8009/hls/79/index.m3u8
乐游,http://113.26.251.182:8009/hls/85/index.m3u8
都市剧场,http://113.26.251.182:8009/hls/78/index.m3u8
劲爆体育,http://113.26.251.182:8009/hls/86/index.m3u8
生活时尚,http://113.26.251.182:8009/hls/77/index.m3u8
法治天地,http://113.26.251.182:8009/hls/87/index.m3u8



中国天气,https://live.264788.xyz/channel/zhongguotianqi?streamid=4a1e900ecad5a3bbb14a1f5986ac5e2e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
中国天气,https://live.264788.xyz/channel/zhongguotianqi?streamid=2b80b236ece26b0e3f158d681b2d146a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
中国天气,https://live.264788.xyz/channel/zhongguotianqi?streamid=3c26e5448ae7d17e8ca0e64999d90b3d&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
中国天气,https://live.264788.xyz/channel/zhongguotianqi?streamid=62ca0c10dd4f73e95aace02515600178&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
中国天气,http://124.236.93.22:2380/hw1live.rxip.sc96655.com.huan.tv/live/zgqx_4000.m3u8





金鹰纪实,http://111.20.33.70/TVOD/88888893/224/3221226351/index.m3u8




快乐垂钓,http://111.20.33.70/PLTV/88888893/224/3221226805/index.m3u8
快乐垂钓,http://113.26.251.182:8009/hls/72/index.m3u8



金鹰纪实,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001699/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

快乐垂钓,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002264/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

金鹰纪实,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031203/1.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3



陕西新闻资讯,http://124.116.170.138:8081/rtp/239.110.205.83:7944
陕西新闻资讯,http://124.116.170.138:8081/rtp/239.111.205.28:5140
陕西都市,http://124.116.170.138:8081/rtp/239.110.205.84:7940
陕西都市,http://124.116.170.138:8081/rtp/239.111.205.42:5140
陕西秦腔,http://124.116.170.138:8081/rtp/239.111.205.100:5140
陕西西部电影,http://124.116.170.138:8081/rtp/239.111.205.102:5140
陕西银龄,http://124.116.170.138:8081/rtp/239.111.205.98:5140
陕西体育休闲,http://124.116.170.138:8081/rtp/239.110.205.85:7936
陕西体育休闲,http://124.116.170.138:8081/rtp/239.111.205.36:5140

西安综合,http://124.116.170.138:8081/rtp/239.110.205.31:9788
西安综合,http://124.116.170.138:8081/rtp/239.111.205.27:5140
渭南综合,http://124.116.170.138:8081/rtp/239.110.205.37:9854
渭南综合,http://124.116.170.138:8081/rtp/239.111.205.19:5140
渭南综合,http://124.116.170.138:8081/rtp/239.111.205.94:5140
渭南合阳,http://124.116.170.138:8081/rtp/239.109.205.92:8672
渭南合阳,http://124.116.170.138:8081/rtp/239.112.205.190:5140
渭南蒲城,http://124.116.170.138:8081/rtp/239.112.205.194:5140
咸阳综合,http://124.116.170.138:8081/rtp/239.112.205.141:5140
商洛综合,http://124.116.170.138:8081/rtp/239.109.205.66:8464
商洛综合,http://124.116.170.138:8081/rtp/239.109.205.69:8488
商洛综合,http://124.116.170.138:8081/rtp/239.112.205.189:5140
宝鸡综合,http://124.116.170.138:8081/rtp/239.112.205.143:5140
宝鸡综合,http://124.116.170.138:8081/rtp/239.112.205.147:5140

宝鸡千阳,http://124.116.170.138:8081/rtp/239.111.205.250:5140
宝鸡太白,http://124.116.170.138:8081/rtp/239.111.205.251:5140
宝鸡岐山,http://124.116.170.138:8081/rtp/239.111.205.90:5140
宝鸡扶风,http://124.116.170.138:8081/rtp/239.111.205.80:5140
宝鸡眉县,http://124.116.170.138:8081/rtp/239.111.205.81:5140
宝鸡陇县,http://124.116.170.138:8081/rtp/239.111.205.252:5140
宝鸡麟游,http://124.116.170.138:8081/rtp/239.111.205.31:5140
汉中佛坪,http://124.116.170.138:8081/rtp/239.112.205.229:5140
汉中城固,http://124.116.170.138:8081/rtp/239.111.205.79:5140
汉中宁强,http://124.116.170.138:8081/rtp/239.111.205.18:5140
汉中洋县,http://124.116.170.138:8081/rtp/239.111.205.77:5140
汉中留坝,http://124.116.170.138:8081/rtp/239.110.205.54:9942
汉中留坝,http://124.116.170.138:8081/rtp/239.112.205.240:5140
汉中西乡,http://124.116.170.138:8081/rtp/239.111.205.17:5140
汉中镇巴,http://124.116.170.138:8081/rtp/239.112.205.231:5140
榆林综合,http://124.116.170.138:8081/rtp/239.110.205.42:9882
榆林综合,http://124.116.170.138:8081/rtp/239.112.205.177:5140
安康综合,http://124.116.170.138:8081/rtp/239.112.205.216:5140
安康岚皋,http://124.116.170.138:8081/rtp/239.111.205.248:5140
安康紫阳,http://124.116.170.138:8081/rtp/239.109.205.74:8528
安康紫阳,http://124.116.170.138:8081/rtp/239.112.205.220:5140
JYTV,http://124.116.170.138:8081/rtp/239.111.205.107:5140
农林卫视,http://124.116.170.138:8081/rtp/239.110.205.88:7924
农林卫视,http://124.116.170.138:8081/rtp/239.112.205.26:5140
西安都市,http://124.116.170.138:8081/rtp/239.109.205.131:8984
西安都市,http://124.116.170.138:8081/rtp/239.111.205.243:5140
西安戏剧影视,http://124.116.170.138:8081/rtp/239.110.205.39:9862
西安戏剧影视,http://124.116.170.138:8081/rtp/239.112.205.175:5140
西安丝路,http://124.116.170.138:8081/rtp/239.110.205.40:9866
西安丝路,http://124.116.170.138:8081/rtp/239.112.205.176:5140

西安教育,http://124.116.170.138:8081/rtp/239.110.205.24:9842
西安教育,http://124.116.170.138:8081/rtp/239.112.205.142:5140

西安综合,https://xatv-yt.xiancity.cn/live/1/index.m3u8
西安都市,https://xatv-yt.xiancity.cn/live/2/index.m3u8

西安丝路,https://xatv-yt.xiancity.cn/live/5/index.m3u8
西安戏剧影视,https://xatv-yt.xiancity.cn/live/4/index.m3u8
西安移动电视,https://xatv-yt.xiancity.cn/live/7/index.m3u8

安康综合,http://111.20.33.93/TVOD/88888893/224/3221226385/index.m3u8?blog.ntnas.top







亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8
亳州新闻,http://zbbf2.ahbztv.com/live/416.m3u8








广东珠江,http://r.jdshipin.com/sE5vO
广东体育,http://r.jdshipin.com/LiYdg

广东体育,http://iptv.4666888.xyz/iptv2A.php?id=20
广东珠江,http://iptv.4666888.xyz/iptv2A.php?id=19

